,pretty_formula,final_structure,icsd_ids,spacegroup
888,RbGeI3,"Full Formula (Rb4 Ge4 I12)
Reduced Formula: RbGeI3
abc   :   4.599129  10.413646  17.190980
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.994713  0.670111  0.169991        -0
  1  Rb    0.005287  0.170111  0.330009        -0
  2  Rb    0.505287  0.329889  0.669991        -0
  3  Rb    0.494713  0.829889  0.830009        -0
  4  Ge    0.034011  0.408819  0.937349         0
  5  Ge    0.465989  0.591181  0.437349         0
  6  Ge    0.534011  0.091181  0.062651         0
  7  Ge    0.965989  0.908819  0.562651         0
  8  I     0.011767  0.771652  0.389163        -0
  9  I     0.982862  0.920141  0.000117        -0
 10  I     0.017138  0.420141  0.499883        -0
 11  I     0.511767  0.728348  0.610837        -0
 12  I     0.517138  0.079859  0.500117        -0
 13  I     0.992007  0.040167  0.708526        -0
 14  I     0.488233  0.228348  0.889163        -0
 15  I     0.007993  0.540167  0.791474        -0
 16  I     0.988233  0.271652  0.110837        -0
 17  I     0.482862  0.579859  0.999883        -0
 18  I     0.507993  0.959833  0.208526        -0
 19  I     0.492007  0.459833  0.291474        -0",[85041],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_12_12_1', 'number': 19, 'point_group': '222', 'crystal_system': 'orthorhombic', 'hall': 'P 2ac 2ab'}"
889,LiGaI4,"Full Formula (Li4 Ga4 I16)
Reduced Formula: LiGaI4
abc   :   7.746732   8.193098  15.205204
angles:  87.228264  90.000000  90.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.49413   0.154081  0.119765        -0
  1  Li    0.99413   0.845919  0.380235        -0
  2  Li    0.00587   0.154081  0.619765        -0
  3  Li    0.50587   0.845919  0.880235        -0
  4  Ga    0.325641  0.293817  0.900974        -0
  5  Ga    0.825641  0.706183  0.599026        -0
  6  Ga    0.174359  0.293817  0.400974        -0
  7  Ga    0.674359  0.706183  0.099026        -0
  8  I     0.819351  0.936218  0.186575        -0
  9  I     0.68184   0.691535  0.446658        -0
 10  I     0.638767  0.186076  0.931741        -0
 11  I     0.81816   0.691535  0.946658        -0
 12  I     0.18184   0.308465  0.053342        -0
 13  I     0.814561  0.433866  0.690834        -0
 14  I     0.314561  0.566134  0.809166        -0
 15  I     0.185439  0.566134  0.309166        -0
 16  I     0.361233  0.813924  0.068259        -0
 17  I     0.861233  0.186076  0.431741        -0
 18  I     0.685439  0.433866  0.190834        -0
 19  I     0.680649  0.936218  0.686575        -0
 20  I     0.180649  0.063782  0.813425        -0
 21  I     0.138767  0.813924  0.568259        -0
 22  I     0.31816   0.308465  0.553342        -0
 23  I     0.319351  0.063782  0.313425        -0",[60850],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}"
890,In3SnI5,"Full Formula (In12 Sn4 I20)
Reduced Formula: In3SnI5
abc   :   9.058880   9.091159  17.776940
angles:  80.515464  90.000000  90.000000
Sites (36)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.821672  0.614849  0.249676         0
  1  In    0.678328  0.614849  0.749676         0
  2  In    0.603958  0.110141  0.249253        -0
  3  In    0.103958  0.889859  0.250747        -0
  4  In    0.321672  0.385151  0.250324         0
  5  In    0.545514  0.220115  0.972194         0
  6  In    0.454486  0.779885  0.027806         0
  7  In    0.896042  0.110141  0.749253        -0
  8  In    0.045514  0.779885  0.527806         0
  9  In    0.396042  0.889859  0.750747        -0
 10  In    0.178328  0.385151  0.750324         0
 11  In    0.954486  0.220115  0.472194         0
 12  Sn    0.536659  0.296273  0.585905         0
 13  Sn    0.036659  0.703727  0.914095         0
 14  Sn    0.463341  0.703727  0.414095         0
 15  Sn    0.963341  0.296273  0.085905         0
 16  I     0.377852  0.614702  0.603728        -0
 17  I     0.122148  0.614702  0.103728        -0
 18  I     0.537355  0.251546  0.761276        -0
 19  I     0.649102  0.454526  0.102632         0
 20  I     0.209615  0.006245  0.893754         0
 21  I     0.278137  0.131795  0.113275         0
 22  I     0.790385  0.993755  0.106246         0
 23  I     0.290385  0.006245  0.393754         0
 24  I     0.962645  0.251546  0.261276        -0
 25  I     0.778137  0.868205  0.386725         0
 26  I     0.877852  0.385298  0.896272        -0
 27  I     0.350898  0.545474  0.897368         0
 28  I     0.721863  0.868205  0.886725         0
 29  I     0.709615  0.993755  0.606246         0
 30  I     0.462645  0.748454  0.238724        -0
 31  I     0.037355  0.748454  0.738724        -0
 32  I     0.622148  0.385298  0.396272        -0
 33  I     0.221863  0.131795  0.613275         0
 34  I     0.149102  0.545474  0.397368         0
 35  I     0.850898  0.454526  0.602632         0",[74762],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}"
891,In3SnI5,"Full Formula (In12 Sn4 I20)
Reduced Formula: In3SnI5
abc   :   9.130321   9.042695  19.058512
angles:  66.800480  90.000000  90.000000
Sites (36)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.213685  0.930455  0.027865        -0
  1  In    0.786315  0.069545  0.972135        -0
  2  In    0.310973  0.108423  0.250802         0
  3  In    0.810973  0.891577  0.249198         0
  4  In    0.713685  0.069545  0.472135        -0
  5  In    0.467071  0.388964  0.750592         0
  6  In    0.689027  0.891577  0.749198         0
  7  In    0.032929  0.388964  0.250592         0
  8  In    0.189027  0.108423  0.750802         0
  9  In    0.532929  0.611036  0.249408         0
 10  In    0.967071  0.611036  0.749408         0
 11  In    0.286315  0.930455  0.527865        -0
 12  Sn    0.677575  0.391188  0.085797         0
 13  Sn    0.322425  0.608812  0.914203         0
 14  Sn    0.822425  0.391188  0.585797         0
 15  Sn    0.177575  0.608812  0.414203         0
 16  I     0.667172  0.239826  0.261255         0
 17  I     0.030233  0.799435  0.894498         0
 18  I     0.668282  0.68212   0.613201         0
 19  I     0.648796  0.466229  0.895464         0
 20  I     0.851204  0.466229  0.395464         0
 21  I     0.986199  0.060955  0.6031           0
 22  I     0.332828  0.760174  0.738745         0
 23  I     0.168282  0.31788   0.886799         0
 24  I     0.351204  0.533771  0.104536         0
 25  I     0.167172  0.760174  0.238745         0
 26  I     0.513801  0.060955  0.1031           0
 27  I     0.148796  0.533771  0.604536         0
 28  I     0.486199  0.939045  0.8969           0
 29  I     0.832828  0.239826  0.761255         0
 30  I     0.469767  0.799435  0.394498         0
 31  I     0.969767  0.200565  0.105502         0
 32  I     0.331718  0.31788   0.386799         0
 33  I     0.013801  0.939045  0.3969           0
 34  I     0.530233  0.200565  0.605502         0
 35  I     0.831718  0.68212   0.113201         0",[74763],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}"
892,CsSnI3,"Full Formula (Cs4 Sn4 I12)
Reduced Formula: CsSnI3
abc   :   8.733171   8.872210  12.663082
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.004683  0.023333  0.25             0
  1  Cs    0.504683  0.476667  0.25             0
  2  Cs    0.995317  0.976667  0.75             0
  3  Cs    0.495317  0.523333  0.75             0
  4  Sn    0.5       0         0               -0
  5  Sn    0         0.5       0.5             -0
  6  Sn    0         0.5       0               -0
  7  Sn    0.5       0         0.5             -0
  8  I     0.703098  0.703672  0.007564         0
  9  I     0.296902  0.296328  0.507564         0
 10  I     0.703098  0.703672  0.492436         0
 11  I     0.296902  0.296328  0.992436         0
 12  I     0.502648  0.980018  0.75             0
 13  I     0.203098  0.796328  0.492436         0
 14  I     0.997352  0.480018  0.25             0
 15  I     0.796902  0.203672  0.507564         0
 16  I     0.796902  0.203672  0.992436         0
 17  I     0.497352  0.019982  0.25             0
 18  I     0.002648  0.519982  0.75             0
 19  I     0.203098  0.796328  0.007564         0",[69996],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}"
893,LaGeI,"Full Formula (La2 Ge2 I2)
Reduced Formula: LaGeI
abc   :   4.438514   4.438514  11.711717
angles:  90.000000  90.000000 120.000002
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  La    0         0         0.174666        -0
  1  La    0         0         0.825334        -0
  2  Ge    0.333333  0.666667  0.989704        -0
  3  Ge    0.666667  0.333333  0.010296        -0
  4  I     0.666667  0.333333  0.646465         0
  5  I     0.333333  0.666667  0.353535         0",[59801],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-3m1', 'number': 164, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2""'}"
894,Cu2HgI4,"Full Formula (Cu2 Hg1 I4)
Reduced Formula: Cu2HgI4
abc   :   6.152287   6.152287   6.439822
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cu    0         0.5       0.5             -0
  1  Cu    0.5       0         0.5             -0
  2  Hg    0         0         0               -0
  3  I     0.263776  0.263776  0.271185         0
  4  I     0.736224  0.736224  0.271185         0
  5  I     0.263776  0.736224  0.728815         0
  6  I     0.736224  0.263776  0.728815         0",[30265],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-42m', 'number': 111, 'point_group': '-42m', 'crystal_system': 'tetragonal', 'hall': 'P -4 2'}"
895,CsFeI4,"Full Formula (Cs4 Fe4 I16)
Reduced Formula: CsFeI4
abc   :  19.001202   7.554503   8.658863
angles:  72.189351  90.000000  90.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.366968  0.18128   0.70348      0.004
  1  Cs    0.633032  0.81872   0.29652      0.004
  2  Cs    0.133032  0.18128   0.20348      0.004
  3  Cs    0.866968  0.81872   0.79652      0.004
  4  Fe    0.127092  0.811763  0.794996     3.541
  5  Fe    0.627092  0.188237  0.705004     3.541
  6  Fe    0.872908  0.188237  0.205004     3.541
  7  Fe    0.372908  0.811763  0.294996     3.541
  8  I     0.944509  0.271481  0.422341     0.204
  9  I     0.34846   0.164067  0.204463     0.173
 10  I     0.743844  0.361231  0.654424     0.21
 11  I     0.65154   0.835933  0.795537     0.173
 12  I     0.243844  0.638769  0.845576     0.21
 13  I     0.443627  0.727795  0.560753     0.182
 14  I     0.84846   0.835933  0.295537     0.173
 15  I     0.556373  0.272205  0.439247     0.182
 16  I     0.056373  0.727795  0.060753     0.182
 17  I     0.943627  0.272205  0.939247     0.182
 18  I     0.15154   0.164067  0.704463     0.173
 19  I     0.555491  0.271481  0.922341     0.204
 20  I     0.055491  0.728519  0.577659     0.204
 21  I     0.756156  0.361231  0.154424     0.21
 22  I     0.444509  0.728519  0.077659     0.204
 23  I     0.256156  0.638769  0.345576     0.21","[66811, 402070]","{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}"
896,Rb2FeI4,"Full Formula (Rb4 Fe2 I8)
Reduced Formula: Rb2FeI4
abc   :   7.895863   8.346050  10.491719
angles:  90.000000 109.216045  90.000000
Sites (14)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.201442  0.740214  0.039655     0.001
  1  Rb    0.289023  0.739314  0.582179     0.002
  2  Rb    0.710977  0.239314  0.417821     0.002
  3  Rb    0.798558  0.240214  0.960345     0.001
  4  Fe    0.796221  0.744899  0.210846     3.292
  5  Fe    0.203779  0.244899  0.789154     3.292
  6  I     0.628229  0.750383  0.948074     0.07
  7  I     0.583904  0.747726  0.358238     0.071
  8  I     0.009681  0.493661  0.2689       0.07
  9  I     0.371771  0.250383  0.051926     0.07
 10  I     0.985037  0.492503  0.725476     0.07
 11  I     0.416096  0.247726  0.641762     0.071
 12  I     0.990319  0.993661  0.7311       0.07
 13  I     0.014963  0.992503  0.274524     0.07",[8010],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1', 'number': 4, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'P 2yb'}"
897,CsLi2I3,"Full Formula (Cs1 Li2 I3)
Reduced Formula: CsLi2I3
abc   :   4.655863   4.655863  10.853078
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a    b         c    magmom
---  ----  ---  ---  --------  --------
  0  Cs    0.5  0.5  0.5             -0
  1  Li    0.5  0    0.139235        -0
  2  Li    0    0.5  0.860765        -0
  3  I     0    0    0.288442         0
  4  I     0    0    0.711558         0
  5  I     0.5  0.5  0                0",[245988],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-4m2', 'number': 115, 'point_group': '-42m', 'crystal_system': 'tetragonal', 'hall': 'P -4 -2'}"
898,Cs2PdI6,"Full Formula (Cs2 Pd1 I6)
Reduced Formula: Cs2PdI6
abc   :   8.318362   8.318362   8.318362
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Pd    0         0         0               -0
  3  I     0.231626  0.768374  0.768374         0
  4  I     0.768374  0.768374  0.231626         0
  5  I     0.768374  0.231626  0.768374         0
  6  I     0.231626  0.231626  0.768374         0
  7  I     0.231626  0.768374  0.231626         0
  8  I     0.768374  0.231626  0.231626         0",[280190],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
899,Cs3MnI5,"Full Formula (Cs6 Mn2 I10)
Reduced Formula: Cs3MnI5
abc   :  11.191883  11.191883  11.191883
angles: 124.279608 124.279608  82.734692
Sites (18)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.843808  0.656192  0.5          0.002
  1  Cs    0.75      0.75      0            0.001
  2  Cs    0.343808  0.843808  0.187617     0.002
  3  Cs    0.156192  0.343808  0.5          0.002
  4  Cs    0.25      0.25      0            0.001
  5  Cs    0.656192  0.156192  0.812383     0.002
  6  Mn    0.25      0.75      0.5          4.258
  7  Mn    0.75      0.25      0.5          4.258
  8  I     0.491166  0.699885  0.5          0.046
  9  I     0.508834  0.300115  0.5          0.046
 10  I     0.699885  0.199885  0.208719     0.046
 11  I     0.800115  0.008834  0.5          0.046
 12  I     0.5       0.5       0            0.005
 13  I     0.199885  0.991166  0.5          0.046
 14  I     0.008834  0.508834  0.208719     0.046
 15  I     0.300115  0.800115  0.791281     0.046
 16  I     0.991166  0.491166  0.791281     0.046
 17  I     0         0         0            0.005",[403102],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mcm', 'number': 140, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2c'}"
900,Cs3LiI4,"Full Formula (Cs6 Li2 I8)
Reduced Formula: Cs3LiI4
abc   :   9.368586   5.209461  17.441329
angles:  81.764214  90.000000  90.000000
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.620357  0.739237         0
  1  Cs    0.75      0.287053  0.455425         0
  2  Cs    0         0.5       0               -0
  3  Cs    0.25      0.379643  0.260763         0
  4  Cs    0.25      0.712947  0.544575         0
  5  Cs    0.5       0.5       0               -0
  6  Li    0.25      0.122479  0.739811        -0
  7  Li    0.75      0.877521  0.260189        -0
  8  I     0.75      0.043293  0.907009        -0
  9  I     0.006391  0.167595  0.639192        -0
 10  I     0.75      0.411753  0.187622         0
 11  I     0.993609  0.832405  0.360808        -0
 12  I     0.493609  0.167595  0.639192        -0
 13  I     0.506391  0.832405  0.360808        -0
 14  I     0.25      0.956707  0.092991        -0
 15  I     0.25      0.588247  0.812378         0",[245983],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/m', 'number': 11, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yb'}"
